

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T11:05:04PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
402|WHL J140307.4-000349|210.78083 |  -0.06361 |GClstr|131009| 0.437000 |PHOT|     |  0.000|1|0|0|1|1|0|0
403|SDSS CE J211.190338-00.123439 |211.19042 |  -0.12333 |GClstr| 96562| 0.322096 |EST |     |  0.000|1|0|0|1|1|0|0
404|SDSSCGB 67896|211.34875 |  -0.11814 |GGroup||||19.64|  0.000|1|0|0|1|0|0|0
405|GMBCG J211.92264-00.06006|211.92264 |  -0.06006 |GClstr|111223| 0.371000 |PHOT|     |  0.000|1|0|0|1|1|0|0
406|SDSSCGB 67350|212.31875 |  -0.04739 |GGroup||||17.75|  0.000|1|0|0|1|0|0|0
407|2PIGG NGPGROUP 01528|212.32844 |  -0.07869 |GGroup| 16078| 0.053630 |SLS |     |  0.000|1|0|0|1|2|0|0
408|WHL J141011.7-000441|212.54875 |  -0.07806 |GClstr|141262| 0.471200 |SPEC|     |  0.000|3|0|0|3|4|0|0
409|SDSS CE J212.555725-00.055464 |212.55583 |  -0.05556 |GClstr|130577| 0.435557 |EST |     |  0.000|1|0|0|1|1|0|0
410|2PIGG NGPGROUP 01488|212.97274 |  -0.05082 |GGroup| 16183| 0.053980 |SLS |     |  0.000|1|0|0|1|2|0|0
411|GMBCG J213.06753-00.07615|213.06753 |  -0.07615 |GClstr|117519| 0.392000 |PHOT|     |  0.000|1|0|0|1|1|0|0
412|SDSS CE J213.082474-00.079149 |213.08250 |  -0.07917 |GClstr| 96562| 0.322096 |EST |     |  0.000|1|0|0|1|1|0|0
413|SDSSCGB 11917|213.57833 |  -0.11067 |GGroup| 37174| 0.124000 |SST |17.18|  0.000|1|0|0|1|1|0|0
414|WHL J141527.6-000319|213.86500 |  -0.05528 |GClstr| 46318| 0.154500 |PHOT|     |  0.000|2|0|0|1|1|0|0
415|NSC J141530-000316|213.87909 |  -0.05452 |GClstr| 37744| 0.125900 |PHOT|     |  0.000|1|0|0|1|1|0|0
416|[MOH2018] 23|213.89000 |  -0.05150 |GClstr||||     |  0.000|1|0|0|1|0|0|0
417|SDSS CE J213.904556-00.069648 |213.90458 |  -0.06972 |GClstr| 86357| 0.288057 |EST |     |  0.000|2|0|0|1|1|0|0
418|SDSSCGB 73116|214.16583 |  -0.12992 |GGroup||||19.27|  0.000|1|0|0|1|0|0|0
419|SDSS CE J214.525253-00.125420 |214.52542 |  -0.12556 |GClstr| 82956| 0.276711 |EST |     |  0.000|1|0|0|1|1|0|0
420|GMBCG J214.89711-00.11279|214.89711 |  -0.11279 |GClstr| 94435| 0.315000 |PHOT|     |  0.000|1|0|0|1|1|0|0
421|PM2GC GR1019|215.07260 |  -0.07180 |GGroup| 15949| 0.053200 |MST |     |  0.000|2|0|0|2|2|0|0
422|SDSS CE J215.114334-00.104858 |215.11667 |  -0.10944 |GClstr| 91976| 0.306800 |SPEC|     |  0.000|6|0|0|3|6|0|0
423|HSCS J142203-000402|215.51245 |  -0.06724 |GClstr|191762| 0.639650 |SPEC|     |  0.000|1|0|0|1|2|0|0
424|WHL J142248.2-000800|215.70071 |  -0.13338 |GClstr| 96953| 0.323400 |SPEC|     |  0.000|2|0|0|2|3|0|0
425|KDR2 J142309.1-000543|215.78800 |  -0.09500 |GClstr|125913| 0.420000 |PHOT|     |  0.000|1|0|0|1|1|0|0
426|KDR2 J142328.1-000501|215.86700 |  -0.08400 |GClstr| 77946| 0.260000 |PHOT|     |  0.000|1|0|0|1|1|0|0
427|SDSS CE J216.137909-00.083916 |216.13792 |  -0.08389 |GClstr| 62547| 0.208634 |EST |     |  0.000|1|0|0|1|1|0|0
428|SDSS CE J216.153458-00.119561 |216.15333 |  -0.11944 |GClstr| 99963| 0.333442 |EST |     |  0.000|1|0|0|1|1|0|0
429|GMBCG J216.21717-00.08689|216.21717 |  -0.08689 |GClstr| 99531| 0.332000 |PHOT|     |  0.000|1|0|0|1|1|0|0
430|WHL J142540.7-000713|216.41968 |  -0.12025 |GClstr|140902| 0.470000 |PHOT|     |  0.000|2|0|0|2|2|0|0
431|SDSS CE J216.432755-00.103431 |216.43292 |  -0.10333 |GClstr|113569| 0.378827 |EST |     |  0.000|1|0|0|1|1|0|0
432|WHL J142545.9-000708|216.44125 |  -0.11889 |GClstr|142222| 0.474400 |PHOT|     |  0.000|1|0|0|1|1|0|0
433|KDR2 J142546.6-000557|216.44400 |  -0.09900 |GClstr|176878| 0.590000 |PHOT|     |  0.000|1|0|0|1|1|0|0
434|SDSS CE J216.635178-00.044207 |216.63500 |  -0.04417 |GClstr|127175| 0.424211 |EST |     |  0.000|2|0|0|1|1|0|0
435|WHL J142633.4-000632|216.63912 |  -0.10900 |GClstr| 86860| 0.289733 |PHOT|     |  0.000|6|0|0|4|5|0|0
436|SDSS CE J216.649841-00.110289 |216.65000 |  -0.11028 |GClstr| 79554| 0.265365 |EST |     |  0.000|3|0|0|1|1|0|0
437|GMBCG J216.67104-00.08426|216.67104 |  -0.08426 |GClstr|116919| 0.390000 |PHOT|     |  0.000|2|0|0|1|1|0|0
438|WHL J142944.6-000540|217.43582 |  -0.09448 |GClstr|135956| 0.453500 |SPEC|     |  0.000|2|0|0|2|3|0|0
439|GMBCG J217.44254-00.05473|217.44254 |  -0.05473 |GClstr|105227| 0.351000 |PHOT|     |  0.000|1|0|0|1|1|0|0
440|SDSS CE J217.472351-00.052780 |217.46750 |  -0.05222 |GClstr|132050| 0.440470 |SPEC|     |  0.000|3|0|0|2|4|0|0
441|WHL J143112.4-000617|217.80186 |  -0.10467 |GClstr|213512| 0.712200 |SPEC|     |  0.000|2|0|0|2|3|0|0
442|[WH2015] 0918|217.80191 |  -0.10467 |GClstr|213452| 0.712000 |SPEC|     |  0.000|2|0|0|2|2|0|0
443|HSCS J143116-000558|217.81782 |  -0.09936 |GClstr|219838| 0.733300 |PHOT|     |  0.000|1|0|0|1|1|0|0
444|WHL J143215.9-000736|218.06613 |  -0.12679 |GClstr|134907| 0.450000 |SPEC|     |  0.000|2|0|0|2|3|0|0
445|SDSSCGB 70862|218.24125 |  -0.10761 |GGroup| 27881| 0.093000 |SST |16.99|  0.000|1|0|0|1|1|0|0
446|SDSSCG 137|218.36600 |  -0.11763 |GGroup| 10313| 0.034400 |    |     |  0.000|1|0|0|1|1|0|0
447|GMBCG J218.44385-00.04473|218.44385 |  -0.04473 |GClstr|112422| 0.375000 |PHOT|     |  0.000|1|0|0|1|1|0|0
448|MZ 08494|218.95470 |  -0.10348 |GGroup| 16959| 0.056569 |UUN |     |  0.000|1|0|0|1|1|0|0
449|SDSS CE J218.997833-00.116972 |218.99792 |  -0.11694 |GClstr| 41563| 0.138639 |UUN |     |  0.000|3|0|0|1|2|0|0
450|[FAC2011] CL_0054|219.08856 |  -0.07039 |GClstr|138945| 0.463470 |AVG |     |  0.000|1|0|0|1|2|0|0
451|GMBCG J219.09923-00.04222|219.09923 |  -0.04222 |GClstr| 91737| 0.306000 |PHOT|     |  0.000|1|0|0|1|1|0|0
452|HSCS J143635-000638|219.14520 |  -0.11044 |GClstr|261089| 0.870900 |PHOT|     |  0.000|1|0|0|1|1|0|0
453|SDSS CE J219.309113-00.109654 |219.30917 |  -0.10972 |GClstr| 99963| 0.333442 |EST |     |  0.000|1|0|0|1|1|0|0
454|GMBCG J219.33526-00.13264|219.33526 |  -0.13264 |GClstr|106127| 0.354000 |PHOT|     |  0.000|1|0|0|1|1|0|0
455|HSCS J143734-000255|219.39274 |  -0.04870 |GClstr|187835| 0.626550 |SPEC|     |  0.000|1|0|0|1|2|0|0
456|HSCS J143905-000501|219.76982 |  -0.08351 |GClstr|258271| 0.861500 |PHOT|     |  0.000|1|0|0|1|1|0|0
457|HSCS J143916-000817|219.81595 |  -0.13815 |GClstr|228832| 0.763300 |PHOT|     |  0.000|1|0|0|1|1|0|0
458|WHL J143945.2-000731|219.93845 |  -0.12523 |GClstr| 90705| 0.302560 |SPEC|     |  0.000|4|0|0|4|6|0|0
459|SDSS CE J219.943573-00.118581 |219.94375 |  -0.11861 |GClstr| 94063| 0.313761 |PHOT|     |  0.000|5|0|1|3|2|0|0
460|SDSSCGB 22103|220.07375 |  -0.04978 |GGroup|120217| 0.401000 |SST |19.17|  0.000|1|0|0|1|1|0|0
461|SDSSCGB 68391|220.20583 |  -0.05256 |GGroup||||19.40|  0.000|1|0|0|1|0|0|0
462|WHL J144605.1-000554|221.52118 |  -0.09839 |GClstr|180472| 0.601990 |SPEC|     |  0.000|3|0|0|3|5|0|0
463|[B2003] 26|222.32500 |  -0.11000 |GClstr||||     |  0.000|1|0|0|1|0|0|0
464|KDR2 J145103.1-000603|222.76300 |  -0.10100 |GClstr|152894| 0.510000 |PHOT|     |  0.000|1|0|0|1|1|0|0
465|HSCS J145122-000333|222.84285 |  -0.05904 |GClstr|173280| 0.578000 |PHOT|     |  0.000|1|0|0|1|1|0|0
466|HSCS J145144-000533|222.93393 |  -0.09263 |GClstr|281595| 0.939300 |PHOT|     |  0.000|1|0|0|1|1|0|0
467|SDSSCGB 10858|223.51583 |  -0.11700 |GGroup||||18.73|  0.000|1|0|0|1|0|0|0
468|SDSS CE J223.975967-00.125421 |223.97583 |  -0.12556 |GClstr|127175| 0.424211 |EST |     |  0.000|1|0|0|1|1|0|0
469|[FAC2011] CL_0007|224.04819 |  -0.05898 |GClstr|191073| 0.637350 |AVG |     |  0.000|1|0|0|1|2|0|0
470|GMBCG J224.10808-00.12178|224.10808 |  -0.12178 |GClstr|118118| 0.394000 |PHOT|     |  0.000|1|0|0|1|1|0|0
471|SDSS CE J224.131012-00.099283 |224.12917 |  -0.10139 |GClstr|118489| 0.395236 |PHOT|     |  0.000|6|0|0|3|6|0|0
472|SDSS CE J224.209579-00.115778 |224.20958 |  -0.11583 |GClstr|116971| 0.390173 |EST |     |  0.000|1|0|0|1|1|0|0
473|SDSS CE J224.287079-00.089851 |224.28708 |  -0.08972 |GClstr| 68353| 0.228000 |PHOT|     |  0.000|2|0|0|1|2|0|0
474|WHL J145718.3-000257|224.32642 |  -0.04928 |GClstr| 71171| 0.237400 |SPEC|     |  0.000|2|0|0|2|3|0|0
475|SDSS CE J224.332581-00.047437 |224.33250 |  -0.04750 |GClstr|106766| 0.356134 |EST |     |  0.000|1|0|0|1|1|0|0
476|SDSSCG 155|224.40700 |  -0.07712 |GGroup| 12591| 0.042000 |    |17.71|  0.000|2|0|0|1|1|0|0
477|WHL J145814.4-000701|224.56010 |  -0.11699 |GClstr|120966| 0.403500 |SPEC|     |  0.000|2|0|0|2|3|0|0
478|HSCS J145817-000720|224.56992 |  -0.12220 |GClstr|300272| 1.001600 |PHOT|     |  0.000|1|0|0|1|1|0|0
479|ACT-CL J1458.2-0007|224.57344 |  -0.12336 |GClstr|114970| 0.383500 |PUN |     |  0.000|1|0|0|1|1|0|0
480|HSCS J145832-000249|224.63419 |  -0.04701 |GClstr|296495| 0.989000 |PHOT|     |  0.000|1|0|0|1|1|0|0
481|HSCS J145854-000632|224.72412 |  -0.10893 |GClstr|160521| 0.535440 |SPEC|     |  0.000|1|0|0|1|2|0|0
