

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T13:00:05PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
446|LDCE 0708|152.17125 | -39.34889 |GGroup|  5211| 0.017382 |SST |     |  0.000|1|0|0|1|1|0|0
447|LDCE 0709|152.17750 | -44.40278 |GGroup|  4018| 0.013403 |SST |     |  0.000|1|0|0|1|1|0|0
448|[BM78] 376|152.23933 | -30.34574 |GClstr||||     |  0.000|1|0|0|1|0|0|0
449|ABELL 0940|152.27686 | -16.62910 |GClstr||||17.5J|  0.000|5|0|0|1|0|0|0
450|AM 1006-263|152.28833 | -26.74833 |GGroup||||     |  0.000|1|0|0|2|0|0|0
451|[STH2017] 111615|152.37742 | -31.56968 |GGroup|  2605| 0.008689 |UUN |     |  0.000|1|0|0|1|1|0|0
452|ABELL S0630|152.37918 | -33.67941 |GClstr| 20551| 0.068551 |    |17.2J|  0.000|3|0|0|1|1|0|0
453|HDCE 0566|152.38750 | -40.02667 |GGroup|  5237| 0.017469 |SST |     |  0.000|1|0|0|1|1|0|0
454|ABELL S0631|152.40712 | -39.94617 |GClstr|  9284| 0.030968 |    |15.6J|  0.000|3|0|0|1|1|0|0
455|PGC1 0029553 GROUP|152.40956 | -25.98138 |GGroup||||     |  0.000|1|0|0|1|0|0|0
456|[VN2000] 32|152.42331 | -24.49336 |GGroup||||     |  0.000|1|0|0|1|0|0|0
457|LDCE 0713|152.48292 | -42.42889 |GGroup|  9857| 0.032879 |SST |     |  0.000|1|0|0|1|1|0|0
458|[STH2017] 111449|152.48927 | -47.22174 |GGroup|  2281| 0.007609 |UUN |     |  0.000|1|0|0|1|1|0|0
459|LGG 190|152.51313 | -44.83089 |GGroup||||     |  0.000|1|0|0|1|0|0|0
460|NGC 3175 GROUP|152.55547 | -28.83006 |GGroup|  1091| 0.003639 |SUN |     |  0.000|7|0|0|1|1|0|0
461|PGC1 0748738 GROUP|152.60615 | -27.87029 |GGroup||||     |  0.000|1|0|0|1|0|0|0
462|PGC1 0029623 GROUP|152.64586 | -25.82322 |GGroup||||     |  0.000|1|0|0|1|0|0|0
463|SCL 084|152.65410 | -33.94670 |GClstr||||     |  0.000|2|0|0|1|0|0|0
464|PGC1 0029637 GROUP|152.69212 | -34.84475 |GGroup||||     |  0.000|1|0|0|1|0|0|0
465|PGC1 0029641 GROUP|152.70976 | -30.42396 |GGroup||||     |  0.000|1|0|0|1|0|0|0
466|LGG 191|152.79809 | -38.26232 |GGroup||||     |  0.000|1|0|0|1|0|0|0
467|PGC1 0029691 GROUP|152.92680 | -31.64278 |GGroup||||     |  0.000|1|0|0|1|0|0|0
468|ABELL 3437|152.96724 | -29.98071 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
469|HDCE 0568|152.99292 | -38.22028 |GGroup|  4621| 0.015414 |SST |     |  0.000|1|0|0|1|1|0|0
470|PGC1 0029716 GROUP|153.08265 | -47.29476 |GGroup||||     |  0.000|1|0|0|1|0|0|0
471|[TSK2008] 0500|153.09653 | -26.95900 |GGroup|  2538| 0.008466 |SUN |     |  0.000|1|0|0|1|1|0|0
472|[STH2017] 112253|153.12726 | -39.73465 |GGroup|  2343| 0.007815 |UUN |     |  0.000|1|0|0|1|1|0|0
473|PGC1 0029727 GROUP|153.15679 | -34.72883 |GGroup||||     |  0.000|1|0|0|1|0|0|0
474|[STH2017] 111852|153.15693 | -43.54729 |GGroup|  2791| 0.009310 |UUN |     |  0.000|1|0|0|1|1|0|0
475|[STH2017] 102723|153.19501 | -44.92170 |GGroup|   836| 0.002789 |UUN |     |  0.000|1|0|0|1|1|0|0
476|ESO 436- G 001 GROUP|153.19792 | -27.83944 |GGroup||||     |  0.000|1|0|0|1|0|0|0
477|ABELL 0955|153.23334 | -24.44796 |GClstr| 54000| 0.180124 |PHOT|17.4J|  0.000|6|0|0|2|1|0|0
478|PSZ2 G256.41+32.31|153.25462 | -15.89148 |GClstr||||     |  0.000|3|0|0|1|0|0|0
479|PSZ2 G262.83+25.77|153.25771 | -24.50358 |GClstr| 53999| 0.180120 |UUN |     |  0.000|3|0|0|1|1|0|0
480|RXC J1013.1-1641|153.27940 | -16.68840 |GClstr| 67154| 0.224000 |    |     |  0.000|1|0|1|1|1|0|0
481|ABELL 0953|153.27977 | -15.94802 |GClstr||||17.9J|  0.000|4|0|0|1|0|0|0
482|PGC1 0029743 GROUP|153.34118 | -27.79286 |GGroup||||     |  0.000|1|0|0|1|0|0|0
483|PGC1 0850722 GROUP|153.34436 | -19.77203 |GGroup||||     |  0.000|1|0|0|1|0|0|0
484|PGC1 4076035 GROUP|153.34625 | -41.11918 |GGroup||||     |  0.000|1|0|0|1|0|0|0
485|MOO J1013-1919|153.42958 | -19.32417 |GClstr|290799| 0.970000 |PHOT|     |  0.000|1|0|0|1|1|0|0
486|PGC1 0029892 GROUP|153.43473 | -28.90617 |GGroup||||     |  0.000|1|0|0|1|0|0|0
487|PGC1 0029836 GROUP|153.49724 | -25.63973 |GGroup||||     |  0.000|1|0|0|1|0|0|0
488|ESO 374- G 046|153.50691 | -35.13971 |GPair|  9326| 0.031108 |    | 1.96|  0.000|7|2|0|3|2|1|0
489|PGC1 0029841 GROUP|153.51456 | -21.97675 |GGroup||||     |  0.000|1|0|0|1|0|0|0
490|PGC1 0029853 GROUP|153.55598 | -34.24555 |GGroup||||     |  0.000|1|0|0|1|0|0|0
491|PGC1 3752905 GROUP|153.61169 | -23.48468 |GGroup||||     |  0.000|1|0|0|1|0|0|0
492|[STH2017] 109541|153.63041 | -48.80998 |GGroup|  2499| 0.008336 |UUN |     |  0.000|1|0|0|1|1|0|0
493|PGC1 0029890 GROUP|153.66979 | -21.01105 |GGroup||||     |  0.000|1|0|0|1|0|0|0
494|ABELL 3438|153.67303 | -28.56560 |GClstr| 74349| 0.248000 |EST |17.5J|  0.000|4|0|0|1|1|0|0
495|PGC1 0029895 GROUP|153.68379 | -34.33877 |GGroup||||     |  0.000|1|0|0|1|0|0|0
496|PGC1 0029898 GROUP|153.68929 | -34.05879 |GGroup||||     |  0.000|1|0|0|1|0|0|0
497|PGC1 0029901 GROUP|153.69775 | -39.80643 |GGroup||||     |  0.000|1|0|0|1|0|0|0
498|PGC1 0029907 GROUP|153.71770 | -20.01279 |GGroup||||     |  0.000|1|0|0|1|0|0|0
499|PGC1 0029915 GROUP|153.72600 | -43.58932 |GGroup||||     |  0.000|1|0|0|1|0|0|0
500|PGC1 0029929 GROUP|153.80564 | -15.09275 |GGroup||||     |  0.000|1|0|0|1|0|0|0
501|PGC1 0029947 GROUP|153.81092 | -45.03205 |GGroup||||     |  0.000|1|0|0|1|0|0|0
502|RXGCC 347|153.81800 | -21.41100 |GClstr| 30819| 0.102800 |LST |     |  0.000|1|0|0|1|1|0|0
503|[DZ2015] 339|153.82400 | -20.47400 |GGroup|  3618| 0.012068 |SFO |     |  0.000|1|0|0|1|1|0|0
504|SPT-CL J1015-2604|153.88790 | -26.07160 |GClstr|113921| 0.380000 |PHOT|     |  0.000|1|0|0|1|1|0|0
505|PGC1 0029959 GROUP|153.89558 | -20.53927 |GGroup||||     |  0.000|1|0|0|1|0|0|0
506|ESO 567- G 032 GROUP|153.93542 | -20.29556 |GGroup||||     |  0.000|1|0|0|1|0|0|0
507|ABELL 3440|153.94648 | -29.34952 |GClstr| 71950| 0.240000 |EST |17.5J|  0.000|4|0|0|1|1|0|0
508|ABELL 3439|153.95181 | -27.43287 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
509|PGC1 3753227 GROUP|153.96959 | -21.66559 |GGroup||||     |  0.000|1|0|0|1|0|0|0
510|PGC1 0825033 GROUP|154.00319 | -21.68814 |GGroup||||     |  0.000|1|0|0|1|0|0|0
511|PGC1 0100728 GROUP|154.02827 | -39.99017 |GGroup||||     |  0.000|1|0|0|1|0|0|0
512|PGC1 0029978 GROUP|154.02851 | -27.79989 |GGroup||||     |  0.000|1|0|0|1|0|0|0
513|PGC1 0029980 GROUP|154.03814 | -15.79130 |GGroup||||     |  0.000|1|0|0|1|0|0|0
514|ABELL 0966|154.05753 | -25.38309 |GClstr||||17.4J|  0.000|6|0|0|2|0|0|0
515|PGC1 0029993 GROUP|154.08355 | -33.57010 |GGroup||||     |  0.000|1|0|0|1|0|0|0
516|[WZA2016] q1017:00|154.17800 | -20.75390 |GGroup| 74319| 0.247900 |EST |     |  0.000|1|0|0|1|1|0|0
517|[WZA2016] q1017:07|154.19360 | -20.95400 |GGroup|108465| 0.361800 |EST |     |  0.000|1|0|0|1|1|0|0
518|[WZA2016] q1017:03|154.22150 | -20.93740 |GGroup| 88349| 0.294700 |EST |     |  0.000|1|0|0|1|1|0|0
519|PGC1 0030022 GROUP|154.23128 | -48.88105 |GGroup||||     |  0.000|1|0|0|1|0|0|0
520|[WZA2016] q1017:12|154.25860 | -20.94060 |GGroup|141592| 0.472300 |EST |     |  0.000|1|0|0|1|1|0|0
521|[WZA2016] q1017:10|154.28620 | -20.77290 |GGroup|137455| 0.458500 |EST |     |  0.000|1|0|0|1|1|0|0
522|PGC1 0030043 GROUP|154.30472 | -21.06677 |GGroup||||     |  0.000|1|0|0|1|0|0|0
523|[STH2017] 110608|154.35114 | -26.62898 |GGroup|  2173| 0.007248 |UUN |     |  0.000|1|0|0|1|1|0|0
524|[WZA2016] q1017:i|154.35540 | -20.88330 |GGroup| 56481| 0.188400 |EST |     |  0.000|1|0|0|1|1|0|0
525|[WZA2016] q1017:02|154.38420 | -20.76450 |GGroup| 85381| 0.284800 |EST |     |  0.000|1|0|0|1|1|0|0
526|[WZA2016] q1017:ii|154.39560 | -20.89210 |GGroup| 66974| 0.223400 |EST |     |  0.000|1|0|0|1|1|0|0
527|[WZA2016] q1017:01|154.39720 | -20.91110 |GGroup| 77227| 0.257600 |EST |     |  0.000|1|0|0|1|1|0|0
528|[WZA2016] q1017:11|154.41320 | -20.95130 |GGroup|141142| 0.470800 |EST |     |  0.000|1|0|0|1|1|0|0
529|[WZA2016] q1017:04|154.50490 | -20.77020 |GGroup| 88559| 0.295400 |EST |     |  0.000|1|0|0|1|1|0|0
530|ABELL 3441|154.51801 | -21.58405 |GClstr||||17.4J|  0.000|2|0|0|1|0|0|1
531|[WZA2016] q1017:09|154.52170 | -20.92040 |GGroup|137365| 0.458200 |EST |     |  0.000|1|0|0|1|1|0|0
532|[WZA2016] q1017:05|154.53310 | -20.95150 |GGroup| 90777| 0.302800 |EST |     |  0.000|1|0|0|1|1|0|0
533|[WZA2016] q1017:06|154.53530 | -20.72790 |GGroup| 91527| 0.305300 |EST |     |  0.000|1|0|0|1|1|0|0
534|[WZA2016] q1017:08|154.54490 | -20.75910 |GGroup|129241| 0.431100 |EST |     |  0.000|1|0|0|1|1|0|0
535|ABELL S0632|154.58378 | -34.25090 |GClstr||||17.2J|  0.000|2|0|0|1|0|0|0
536|MOO J1018-2113|154.60292 | -21.23306 |GClstr|293797| 0.980000 |PHOT|     |  0.000|1|0|0|1|1|0|0
537|[DZ2015] 362|154.63500 | -18.23900 |GGroup| 14898| 0.049694 |SFO |     |  0.000|1|0|0|1|1|0|0
538|PGC1 0030108 GROUP|154.65233 | -17.98249 |GGroup||||     |  0.000|1|0|0|1|0|0|0
539|RXGCC 351|154.66000 | -18.14000 |GClstr| 15679| 0.052300 |UUN |     |  0.000|1|0|0|1|1|0|0
540|[STH2017] 110440|154.70097 | -45.94373 |GGroup|  2716| 0.009060 |UUN |     |  0.000|1|0|0|1|1|0|0
541|PGC1 0030125 GROUP|154.71632 | -32.59667 |GGroup||||     |  0.000|1|0|0|1|0|0|0
542|[STH2017] 102460|154.75263 | -39.73007 |GGroup|  2600| 0.008673 |UUN |     |  0.000|1|0|0|1|1|0|0
543|ABELL 3442|154.75699 | -26.15124 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
544|PGC1 0030177 GROUP|154.89100 | -26.69878 |GGroup||||     |  0.000|1|0|0|1|0|0|0
545|[TSK2008] 0489|154.89788 | -34.03821 |GGroup|  2927| 0.009763 |SUN |     |  0.000|1|0|0|1|1|0|0
546|PGC1 0030180 GROUP|154.92202 | -25.81473 |GGroup||||     |  0.000|1|0|0|1|0|0|0
547|PGC1 0030181 GROUP|154.92323 | -17.75211 |GGroup||||     |  0.000|1|0|0|1|0|0|0
548|[DZ2015] 331|155.03000 | -21.61100 |GGroup|  3603| 0.012017 |SFO |     |  0.000|1|0|0|1|1|0|0
549|PGC1 0030204 GROUP|155.05031 | -21.58241 |GGroup||||     |  0.000|1|0|0|1|0|0|0
550|PGC1 0030216 GROUP|155.07603 | -25.65355 |GGroup||||     |  0.000|1|0|0|1|0|0|0
551|MOO J1020-2632|155.08875 | -26.53806 |GClstr|317780| 1.060000 |PHOT|     |  0.000|1|0|0|1|1|0|0
552|PGC1 0030231 GROUP|155.11848 | -39.35255 |GGroup||||     |  0.000|1|0|0|1|0|0|0
553|PGC1 0030245 GROUP|155.17780 | -22.16561 |GGroup||||     |  0.000|1|0|0|1|0|0|0
554|PGC1 0030253 GROUP|155.17824 | -23.46988 |GGroup||||     |  0.000|1|0|0|1|0|0|0
555|[STH2017] 112132|155.20171 | -42.16913 |GGroup|  2344| 0.007819 |UUN |     |  0.000|1|0|0|1|1|0|0
556|ABELL 3443|155.28746 | -33.71903 |GClstr| 22724| 0.075800 |EST |16.6J|  0.000|5|0|0|1|1|0|0
557|PGC1 3754412 GROUP|155.28871 | -32.86084 |GGroup||||     |  0.000|1|0|0|1|0|0|0
558|PGC1 0030277 GROUP|155.29288 | -46.01299 |GGroup||||     |  0.000|1|0|0|1|0|0|0
559|PSZ2 G263.65+27.87|155.32161 | -23.31484 |GClstr||||     |  0.000|2|0|0|1|0|0|0
560|[TSK2008] 0510|155.34843 | -47.08392 |GGroup|  2679| 0.008936 |SUN |     |  0.000|1|0|0|1|1|0|0
561|NGC 3223 GROUP|155.39625 | -34.26694 |GGroup||||     |  0.000|1|0|0|1|0|0|0
562|HDCE 0576|155.41458 | -21.81889 |GGroup|  3632| 0.012115 |SST |     |  0.000|1|0|0|1|1|0|0
563|PSZ1 G258.71+33.27|155.42510 | -16.44500 |GClstr||||     |  0.000|2|0|1|2|0|0|0
564|NGC 3233 GROUP|155.48958 | -22.26778 |GGroup||||     |  0.000|1|0|0|1|0|0|0
565|LGG 195|155.51204 | -21.84306 |GGroup||||     |  0.000|1|0|0|1|0|0|0
566|[STH2017] 109670|155.51690 | -32.41472 |GGroup|  2721| 0.009076 |UUN |     |  0.000|1|0|0|1|1|0|0
567|PGC1 0030336 GROUP|155.52102 | -22.32149 |GGroup||||     |  0.000|1|0|0|1|0|0|0
568|ABELL S0633|155.52870 | -36.83620 |GClstr| 18844| 0.062857 |    |17.1J|  0.000|3|0|0|1|1|0|0
569|PGC1 0030399 GROUP|155.71353 | -24.33808 |GGroup||||     |  0.000|1|0|0|1|0|0|0
570|SPT-CL J1022-2337|155.74690 | -23.62770 |GClstr|122915| 0.410000 |PHOT|     |  0.000|1|0|0|1|1|0|0
571|PGC1 0030404 GROUP|155.74771 | -42.82759 |GGroup||||     |  0.000|1|0|0|1|0|0|0
572|PGC1 0030408 GROUP|155.76002 | -26.07991 |GGroup||||     |  0.000|1|0|0|1|0|0|0
573|PGC1 0030407 GROUP|155.78170 | -42.23743 |GGroup||||     |  0.000|1|0|0|1|0|0|0
574|LDCE 0725|155.79333 | -41.95944 |GGroup|  2759| 0.009203 |SST |     |  0.000|1|0|0|1|1|0|0
575|PGC1 0030422 GROUP|155.80624 | -47.33908 |GGroup||||     |  0.000|1|0|0|1|0|0|0
576|[STH2017] 112907|155.84202 | -15.28189 |GGroup|  1828| 0.006098 |UUN |     |  0.000|1|0|0|1|1|0|0
577|NGC 3258 GROUP|155.88659 | -34.75830 |GGroup|  2736| 0.009126 |SUN |     |  0.000|12|0|0|1|2|0|0
578|PGC1 0030451 GROUP|155.89605 | -38.65601 |GGroup||||     |  0.000|1|0|0|1|0|0|0
579|SPT-CL J1023-2715|155.95470 | -27.25810 |GClstr| 75848| 0.253000 |SPEC|     |  0.000|1|0|0|1|1|0|0
580|PSZ2 G269.02+22.27|155.95745 | -30.70578 |GClstr|107176| 0.357500 |UUN |     |  0.000|3|0|0|1|1|0|0
581|PSZ1 G269.00+22.29|155.95830 | -30.68120 |GClstr|107176| 0.357500 |SPEC|     |  0.000|2|0|1|2|2|0|0
582|ABELL 3444|155.96167 | -27.25861 |GClstr| 76207| 0.254200 |SST |17.5J|  0.000|69|0|3|17|15|0|0
583|MOO J1024-2405|156.04833 | -24.09639 |GClstr||||     |  0.000|1|0|0|1|0|0|0
584|MOO J1024-1614|156.06333 | -16.24694 |GClstr|296795| 0.990000 |PHOT|     |  0.000|1|0|0|1|2|0|0
585|PGC1 0030498 GROUP|156.06527 | -32.49121 |GGroup||||     |  0.000|1|0|0|1|0|0|0
586|ABELL 3445|156.10063 | -29.78732 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
587|PGC1 0732726 GROUP|156.12411 | -29.15054 |GGroup||||     |  0.000|1|0|0|1|0|0|0
588|PGC1 0030515 GROUP|156.12746 | -21.79111 |GGroup||||     |  0.000|1|0|0|1|0|0|0
589|PGC1 0030519 GROUP|156.13065 | -23.55302 |GGroup||||     |  0.000|1|0|0|1|0|0|0
590|PGC1 0030522 GROUP|156.13823 | -36.93116 |GGroup||||     |  0.000|1|0|0|1|0|0|0
591|AM 1022-261|156.20488 | -26.58252 |GClstr||||     |  0.000|1|0|0|1|0|0|0
592|X-CLASS 0872|156.21200 | -18.56200 |GClstr||||     |  0.000|2|0|0|2|0|0|0
593|PSZ1 G278.78+08.54|156.21330 | -47.34080 |GClstr||||     |  0.000|5|0|1|3|0|0|0
594|MSCC 231|156.28000 | -33.79000 |GClstr| 24283| 0.081000 |UUN |     |  0.000|1|0|0|1|1|0|0
595|SSCC 221|156.28000 | -33.79000 |GClstr| 24283| 0.081000 |UUN |     |  0.000|1|0|0|1|1|0|0
596|PGC1 3099199 GROUP|156.28160 | -35.60511 |GGroup||||     |  0.000|1|0|0|1|0|0|0
597|SPT-CL J1025-2041|156.28670 | -20.68800 |GClstr| 92936| 0.310000 |PHOT|     |  0.000|1|0|0|1|1|0|0
598|[STH2017] 100014|156.28951 | -34.93362 |GGroup|  2659| 0.008869 |UUN |     |  0.000|1|0|0|1|1|0|0
599|PGC1 0030591 GROUP|156.36032 | -15.34913 |GGroup||||     |  0.000|1|0|0|1|0|0|0
600|[STH2017] 111689|156.52284 | -31.45186 |GGroup|  2904| 0.009687 |UUN |     |  0.000|1|0|0|1|1|0|0
601|HDCE 0579|156.52958 | -39.79000 |GGroup|  2759| 0.009203 |SST |     |  0.000|1|0|0|1|1|0|0
602|ESO 500-IG 038|156.53927 | -22.93651 |GGroup||||     |  0.000|0|1|0|2|0|1|1
603|[STH2017] 112806|156.54341 | -37.84115 |GGroup|  2426| 0.008092 |UUN |     |  0.000|1|0|0|1|1|0|0
604|PGC1 0030666 GROUP|156.61952 | -20.04163 |GGroup||||     |  0.000|1|0|0|1|0|0|0
605|RXSC J1026-2652|156.62400 | -26.87700 |GClstr| 75488| 0.251800 |    |     |  0.000|1|0|0|1|2|0|0
606|PGC1 0155257 GROUP|156.63515 | -34.31198 |GGroup||||     |  0.000|1|0|0|1|0|0|0
607|PGC1 0030690 GROUP|156.68528 | -36.86411 |GGroup||||     |  0.000|1|0|0|1|0|0|0
608|PGC1 4078633 GROUP|156.69591 | -31.14943 |GGroup||||     |  0.000|1|0|0|1|0|0|0
609|PGC1 0030671 GROUP|156.70425 | -39.88068 |GGroup||||     |  0.000|1|0|0|1|0|0|0
610|AM 1024-485|156.72513 | -49.14364 |GGroup||||     |  0.000|1|0|0|1|0|0|0
611|PGC1 0030708 GROUP|156.73442 | -24.08902 |GGroup||||     |  0.000|1|0|0|1|0|0|0
612|ABELL 3446|156.75365 | -38.17197 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
613|MOO J1027-2104|156.77542 | -21.08083 |GClstr|281805| 0.940000 |PHOT|     |  0.000|1|0|0|1|1|0|0
614|ABELL 3447|156.77811 | -38.37202 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
615|[TSK2008] 0509|156.79334 | -39.88264 |GGroup|  2846| 0.009493 |SUN |     |  0.000|1|0|0|1|1|0|0
616|PGC1 0030748 GROUP|156.83130 | -25.54897 |GGroup||||     |  0.000|1|0|0|1|0|0|0
617|PGC1 0797053 GROUP|156.89151 | -23.78617 |GGroup||||     |  0.000|1|0|0|1|0|0|0
618|LDCE 0729|156.89375 | -29.32861 |GGroup|  3269| 0.010904 |SST |     |  0.000|1|0|0|1|1|0|0
619|[STH2017] 101382|156.92436 | -35.18236 |GGroup|  1543| 0.005147 |UUN |     |  0.000|1|0|0|1|1|0|0
620|PGC1 0030308 GROUP|157.07493 | -35.11326 |GGroup||||     |  0.000|1|0|0|1|0|0|0
621|PGC1 0030814 GROUP|157.08772 | -31.52497 |GGroup||||     |  0.000|1|0|0|1|0|0|0
622|PSZ2 G271.15+21.10|157.08966 | -32.79546 |GClstr||||     |  0.000|2|0|0|1|0|0|0
623|PGC1 4076066 GROUP|157.11204 | -37.90714 |GGroup||||     |  0.000|1|0|0|1|0|0|0
624|PGC1 0030785 GROUP|157.11906 | -44.27069 |GGroup||||     |  0.000|1|0|0|1|0|0|0
625|NGC 3256 GROUP|157.13831 | -44.24357 |GGroup|  2548| 0.008499 |    |     |  0.000|8|1|0|1|1|0|0
626|PGC1 0030835 GROUP|157.15903 | -32.92260 |GGroup||||     |  0.000|1|0|0|1|0|0|0
627|MOO J1028-1852|157.17958 | -18.87833 |GClstr||||     |  0.000|1|0|0|1|0|0|0
628|KLEMOLA 11|157.20718 | -31.58826 |GGroup||||     |  0.000|2|1|0|1|0|0|0
629|LDCE 0732|157.21875 | -39.61389 |GGroup|  4732| 0.015784 |SST |     |  0.000|1|0|0|1|1|0|0
630|PGC1 0083029 GROUP|157.22134 | -35.54777 |GGroup||||     |  0.000|1|0|0|1|0|0|0
631|ABELL 3449|157.26714 | -34.13960 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
632|ABELL 3448|157.26787 | -33.87294 |GClstr| 40622| 0.135500 |EST |17.2J|  0.000|3|0|0|1|1|0|0
633|NGC 3250 GROUP|157.27567 | -40.35854 |GGroup||||     |  0.000|2|0|0|1|0|0|0
634|HDCE 0582|157.32417 | -30.84583 |GGroup|  4178| 0.013936 |SST |     |  0.000|1|0|0|1|1|0|0
635|PGC1 0030906 GROUP|157.33521 | -17.42045 |GGroup||||     |  0.000|1|0|0|1|0|0|0
636|ESO 375- G 041 GROUP|157.37917 | -35.25972 |GGroup||||     |  0.000|1|0|0|1|0|0|0
637|ABELL S0634|157.40637 | -28.80652 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
638|PSZ2 G272.88+19.14|157.42113 | -35.32579 |GClstr|  3313| 0.011050 |UUN |     |  0.000|3|0|0|1|1|0|0
639|VV 651|157.42225 | -17.08187 |GGroup||||15   |  0.000|5|1|4|3|0|1|1
640|LGG 200|157.46183 | -35.36387 |GGroup||||     |  0.000|1|0|0|1|0|0|0
641|[TSK2008] 0506|157.46725 | -43.53873 |GGroup|  2945| 0.009823 |SUN |     |  0.000|1|0|0|1|1|0|0
642|ABELL S0635|157.46947 | -33.50665 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
643|HDCE 0584|157.50875 | -44.82194 |GGroup|  2742| 0.009146 |SST |     |  0.000|1|0|0|1|1|0|0
644|[STH2017] 101252|157.50989 | -46.03322 |GGroup|  2493| 0.008316 |UUN |     |  0.000|1|0|0|1|1|0|0
645|MOO J1030-2438|157.51292 | -24.64806 |GClstr||||     |  0.000|1|0|0|1|0|0|0
646|ABELL S0636|157.51461 | -35.32341 |GClstr|  2928| 0.009767 |SST |13.4J|  0.000|106|0|0|3|3|0|0
647|Antlia GROUP NED02|157.53472 | -35.30789 |GGroup|  3481| 0.011611 |    |     |  0.000|4|0|0|1|1|0|0
648|HDCE 0586|157.55250 | -39.82639 |GGroup|  4799| 0.016008 |SST |     |  0.000|1|0|0|1|1|0|0
649|LDCE 0735|157.57417 | -31.11444 |GGroup|  4233| 0.014120 |SST |     |  0.000|1|0|0|1|1|0|0
650|PGC1 0030985 GROUP|157.59928 | -35.25368 |GGroup||||     |  0.000|1|0|0|1|0|0|0
651|Antlia GROUP NED03|157.61283 | -35.76860 |GGroup||||     |  0.000|1|0|0|1|0|0|0
652|PSZ2 G278.56+10.74|157.62824 | -45.35031 |GClstr||||     |  0.000|2|0|0|1|0|0|0
653|[TSK2008] 1014|157.64486 | -39.44681 |GGroup|   963| 0.003212 |SUN |     |  0.000|1|0|0|1|1|0|0
654|PGC1 0030988 GROUP|157.69425 | -35.16622 |GGroup||||     |  0.000|1|0|0|1|0|0|0
655|NGC 3275 GROUP|157.71583 | -36.73694 |GGroup||||     |  0.000|2|0|0|2|0|0|0
656|IC 2587 GROUP|157.74833 | -34.56306 |GGroup||||     |  0.000|1|0|0|1|0|0|0
657|PGC1 0031035 GROUP|157.85083 | -46.27170 |GGroup||||     |  0.000|1|0|0|1|0|0|0
658|PGC1 0031058 GROUP|157.87445 | -32.71310 |GGroup||||     |  0.000|1|0|0|1|0|0|0
659|ESO 568- G 014|157.91090 | -17.85076 |GGroup|  6809| 0.022712 |    |15   |  0.000|12|1|10|4|1|14|1
660|RX J1031.6-2607|157.91621 | -26.11139 |GClstr| 74109| 0.247200 |    |18.3 |  0.000|11|0|3|1|1|0|0
661|PGC1 0031076 GROUP|157.91757 | -45.48302 |GGroup||||     |  0.000|1|0|0|1|0|0|0
662|PGC1 0031079 GROUP|157.92652 | -22.24977 |GGroup||||     |  0.000|1|0|0|1|0|0|0
663|AM 1029-300|157.95805 | -30.38422 |GGroup||||     |  0.000|1|0|0|1|0|0|0
664|NGC 3281 GROUP|157.96708 | -34.85361 |GGroup||||     |  0.000|1|0|0|1|0|0|0
665|PGC1 0031088 GROUP|157.96854 | -30.38003 |GGroup||||     |  0.000|1|0|0|1|0|0|0
666|ABELL S0637|158.00644 | -29.39097 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
667|PGC1 0772347 GROUP|158.02796 | -26.03084 |GGroup||||     |  0.000|1|0|0|1|0|0|0
668|NGC 3263 GROUP|158.03423 | -43.90608 |GGroup||||     |  0.000|2|0|0|1|0|0|0
669|PSZ2 G277.93+12.34|158.06739 | -43.66602 |GClstr||||     |  0.000|3|0|0|1|0|0|0
670|PGC1 0031126 GROUP|158.08666 | -24.03740 |GGroup||||     |  0.000|1|0|0|1|0|0|0
671|NGC 3282 GROUP|158.09125 | -22.30222 |GGroup||||     |  0.000|2|0|0|2|0|0|0
672|PSZ2 G261.11+34.90|158.09878 | -16.44401 |GClstr||||     |  0.000|3|0|0|1|0|0|0
673|PGC1 0031148 GROUP|158.16057 | -17.42578 |GGroup||||     |  0.000|1|0|0|1|0|0|0
674|ABELL 3450|158.19640 | -33.59133 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
675|PGC1 0031178 GROUP|158.25950 | -38.98111 |GGroup||||     |  0.000|1|0|0|1|0|0|0
676|PGC1 3757238 GROUP|158.32772 | -15.77338 |GGroup||||     |  0.000|1|0|0|1|0|0|0
677|SSCC 222|158.35000 | -31.41000 |GClstr|  3298| 0.011000 |UUN |     |  0.000|1|0|0|1|1|0|0
